YdreFjord;UpperIndrefjord;NedreIndreFjord;Kattegat
17.05884961;16.51766794;19.47627607;23.90865327
16.9493366;16.51780825;19.47881337;23.71835002
16.8398236;16.51794857;19.48135066;23.52804677
16.73031059;16.51808889;19.48388795;23.33774353
16.62079759;16.51822921;19.48642524;23.14744028
16.51128458;16.51836952;19.48896253;22.95713703
16.40177158;16.51850984;19.49149983;22.76683378
16.29225857;16.51865016;19.49403712;22.57653053
16.18274557;16.51879047;19.49657441;22.38622728
16.07323256;16.51893079;19.4991117;22.19592404
16.05213023;16.51907111;19.50164899;22.00562079
16.03102791;16.51921143;19.50418629;21.81531754
16.00992558;16.51935174;19.50672358;21.62501429
15.98882326;16.51949206;19.50926087;21.79518488
15.96772093;16.50042497;19.47929767;21.96535547
15.94661861;16.48135788;19.44933447;22.13552605
15.92551628;16.4622908;19.41937126;22.30569664
15.90441395;16.44322371;19.38940806;22.47586723
15.88331163;16.42415662;19.35944486;22.64603782
15.8622093;16.40508953;19.32948166;22.81620841
15.84110698;16.38602245;19.29951845;22.986379
15.82000465;16.36695536;19.26955525;23.15654958
15.79890233;16.34788827;19.23959205;23.32672017
15.7778;16.32882118;19.20962885;23.49689076
15.82053182;16.3097541;19.17966565;23.66706135
15.86326364;16.29068701;19.14970244;23.83723194
15.90599546;16.27161992;19.11973924;24.00740253
15.94872727;16.25255283;19.08977604;24.17757311
15.99145909;16.23348574;19.05981284;24.3477437
16.03419091;16.21441866;19.02984963;24.51791429
16.07692273;16.19535157;18.99988643;24.56502067
16.11965455;16.17628448;18.96992323;24.61212706
16.16238637;16.15721739;18.93996003;24.65923344
16.20511818;16.13815031;18.90999682;24.70633982
16.24785;16.11908322;18.88003362;24.75344621
16.29058182;16.10001613;18.85007042;24.80055259
16.33331364;16.12590783;18.86821529;24.84765898
16.37604546;16.15179954;18.88636016;24.89476536
16.41877728;16.17769124;18.90450503;24.94187174
16.46150909;16.20358295;18.9226499;24.98897813
16.50424091;16.22947465;18.94079477;25.03608451
16.54697273;16.25536636;18.95893964;25.09852951
16.58970455;16.28125806;18.97708451;25.16097452
16.61799409;16.31577739;18.97041902;25.22341952
16.64628363;16.35029672;18.96375352;25.28586453
16.67457316;16.38481605;18.95708803;25.34830953
16.7028627;16.41933538;18.95042254;25.41075454
16.73115224;16.45385471;18.94375704;25.47319954
16.75944178;16.48837404;18.93709155;25.53564455
16.78773132;16.52289337;18.93042605;25.59808955
16.81602085;16.5574127;18.92376056;26.07747676
16.84431039;16.55700227;18.92696658;26.55686396
16.87259993;16.55659184;18.9301726;27.03625117
16.90088947;16.55618141;18.93337862;27.51563838
16.92917901;16.55577097;18.93658464;27.99502559
16.95746854;16.55536054;18.93979066;28.47441279
16.98575808;16.55495011;18.94299668;28.9538
17.01404762;16.55453968;18.9462027;28.63144592
17.12147665;16.56001921;18.94033658;28.30909184
17.22890568;16.56549874;18.93447047;27.98673776
17.33633471;16.57097828;18.92860435;27.66438368
17.44376374;16.57645781;18.92273823;27.34202959
17.55119277;16.58193734;18.91687212;27.01967551
17.6586218;16.58741687;18.911006;26.69732143
17.76605082;16.5928964;18.90513988;26.37496735
17.87347985;16.59837594;18.89927377;26.05261327
17.98090888;16.60385547;18.89340765;25.73025919
18.08833791;16.609335;18.88754153;25.40790511
18.19576694;16.61481453;18.88167541;25.08555103
18.30319597;16.62029407;18.8758093;24.76319695
18.410625;16.6257736;18.86994318;24.44084287
18.42422217;16.63125313;18.86407706;24.11848878
18.43781935;16.63673266;18.85821095;23.7961347
18.45141652;16.64221219;18.85234483;23.47378062
18.4650137;16.64769173;18.84647871;23.15142654
18.47861087;16.65317126;18.8406126;22.82907246
18.49220804;16.65865079;18.83474648;22.7714648
18.50580522;16.64398412;18.84623185;22.71385714
18.51940239;16.62931746;18.85771722;22.65624948
18.53299957;16.61465079;18.86920259;22.59864182
18.54659674;16.59998412;18.88068796;22.54103416
18.56019391;16.58531746;18.89217333;22.4834265
18.57379109;16.57065079;18.9036587;22.42581884
18.58738826;16.55598413;18.91514408;22.36821118
18.60098543;16.54131746;18.92662945;22.31060352
18.61458261;16.52665079;18.93811482;22.25299586
18.62817978;16.51198413;18.94960019;22.1953882
18.64177696;16.49731746;18.96108556;22.13778054
18.65537413;16.48265079;18.97257093;22.08017288
18.6689713;16.46798413;18.9840563;22.02256522
18.68256848;16.45331746;18.99554167;22.04097232
18.69616565;16.43542677;18.98491822;22.05937942
18.70976283;16.41753607;18.97429478;22.07778652
18.72336;16.39964538;18.96367133;22.09619361
18.75400896;16.38175469;18.95304788;22.11460071
18.78465791;16.36386399;18.94242443;22.13300781
18.81530687;16.3459733;18.93180099;22.15141491
18.84595582;16.32808261;18.92117754;22.16982201
18.87660478;16.31019191;18.91055409;22.18822911
18.90725374;16.29230122;18.89993065;22.20663621
18.93790269;16.27441053;18.8893072;22.2250433
18.96855165;16.25651983;18.87868375;22.2434504
18.9992006;16.23862914;18.8680603;22.2618575
19.02984956;16.22073845;18.85743686;22.2802646
19.06049852;16.20284775;18.84681341;22.2986717
19.09114747;16.18495706;18.83618996;22.3170788
19.12179643;16.16706637;18.82556652;22.3354859
19.15244538;16.14917567;18.81494307;22.35389299
19.18309434;16.13128498;18.80431962;22.37230009
19.23854338;16.11339429;18.79369617;22.39070719
19.29399241;16.09550359;18.78307273;22.40911429
19.34944145;16.0776129;18.77244928;22.39807653
19.40489049;16.06508586;18.76187065;22.38703878
19.46033952;16.05255883;18.75129202;22.37600102
19.51578856;16.04003179;18.74071339;22.36496327
19.5712376;16.02750475;18.73013477;22.35392551
19.62668664;16.01497771;18.71955614;22.34288776
19.68213567;16.00245068;18.70897751;22.33185
19.73758471;15.98992364;18.69839888;22.32081224
19.79303375;15.9773966;18.68782025;22.30977449
19.84848278;15.96486957;18.67724162;22.29873673
19.90393182;15.95234253;18.66666299;22.28769898
19.85056343;15.93981549;18.65608437;22.27666122
19.79719504;15.92728845;18.64550574;22.26562347
19.74382664;15.91476142;18.63492711;22.25458571
19.69045825;15.90223438;18.62434848;22.6720051
19.63708986;15.88079828;18.63001868;23.08942449
19.58372147;15.85936219;18.63568889;23.50684387
19.53035307;15.83792609;18.64135909;23.92426326
19.47698468;15.81648999;18.6470293;24.34168265
19.42361629;15.7950539;18.6526995;24.75910204
19.3702479;15.7736178;18.65836971;25.17652143
19.3168795;15.75218171;18.66403991;25.59394081
19.26351111;15.73074561;18.66971011;26.0113602
19.1680335;15.70930951;18.67538032;26.42877959
19.07255589;15.68787342;18.68105052;26.84619898
18.97707828;15.66643732;18.68672073;27.26361836
18.88160066;15.64500122;18.69239093;27.68103775
18.78612305;15.62356513;18.69806114;28.09845714
18.69064544;15.60212903;18.70373134;28.06866802
18.59516783;15.56551382;18.71395543;28.03887891
18.49969022;15.52889862;18.72417953;28.00908979
18.40421261;15.49228341;18.73440362;27.97930068
18.308735;15.4556682;18.74462772;27.94951156
18.21325739;15.41905299;18.75485181;27.91972245
18.11777977;15.38243779;18.76507591;27.88993333
18.02230216;15.34582258;18.7753;27.86014421
17.92682455;15.36082732;18.77394524;27.8303551
17.83134694;15.37583205;18.77259048;27.80056598
17.81589622;15.39083679;18.77123571;27.77077687
17.8004455;15.40584153;18.76988095;27.74098775
17.78499478;15.42084626;18.76852619;27.71119864
17.76954406;15.435851;18.76717143;27.68140952
17.75409334;15.45085574;18.76581667;27.6516204
17.73864262;15.46586047;18.7644619;27.62183129
17.7231919;15.48086521;18.76310714;27.59204217
17.70774118;15.49586994;18.76175238;27.56225306
17.69229046;15.51087468;18.76039762;27.53246394
17.67683974;15.52587942;18.75904285;27.50267483
17.66138902;15.54088415;18.75768809;27.47288571
17.64593831;15.55588889;18.75633333;27.04255714
17.63048759;15.5429898;18.75932423;26.61222857
17.61503687;15.5300907;18.76231512;26.1819
17.59958615;15.51719161;18.76530602;25.75157143
17.58413543;15.50429252;18.76829692;25.32124285
17.56868471;15.49139343;18.77128781;24.89091428
17.55323399;15.47849433;18.77427871;24.46058571
17.53778327;15.46559524;18.77726961;24.03025714
17.52233255;15.45269615;18.7802605;24.3047118
17.50688183;15.43979705;18.7832514;24.57916645
17.49143111;15.42689796;18.78624229;24.85362111
17.47598039;15.41399887;18.78923319;25.12807576
17.55959727;15.40109978;18.79222409;25.40253042
17.64321416;15.38820068;18.79521498;25.67698507
17.72683104;15.37530159;18.79820588;25.73796298
17.81044792;15.4082318;18.8030505;25.79894089
17.8940648;15.44116202;18.80789512;25.85991879
17.97768169;15.47409223;18.81273973;25.9208967
18.06129857;15.50702244;18.81758435;25.98187461
18.14491545;15.53995266;18.82242897;26.04285252
18.22853233;15.57288287;18.82727359;26.10383042
18.31214922;15.60581308;18.83211821;26.16480833
18.3957661;15.6387433;18.83696282;26.22578624
18.47938298;15.67167351;18.84180744;26.28676415
18.41022088;15.70460372;18.84665206;26.34774205
18.34105879;15.73753394;18.85149668;26.40871996
18.27189669;15.77046415;18.8563413;26.46969787
18.2027346;15.80339436;18.86118592;26.53067578
18.1335725;15.83632458;18.86603053;26.59165368
18.06441041;15.86925479;18.87087515;26.65263159
17.99524831;15.902185;18.87571977;26.7136095
17.92608621;15.93511522;18.88056439;26.77458741
17.85692412;15.96804543;18.88540901;26.83556531
17.78776202;16.00097564;18.89025362;26.89654322
17.71859993;16.03390586;18.89509824;26.95752113
17.64943783;16.06683607;18.89994286;26.93039862
17.58027574;16.06559663;18.90274694;26.90327611
17.51111364;16.06435718;18.90555102;26.8761536
17.64358041;16.06311774;18.9083551;26.84903108
17.77604719;16.0618783;18.91115919;26.82190857
17.90851396;16.06063886;18.91396327;26.79478606
18.04098074;16.05939941;18.91676735;26.76766355
18.17344751;16.05815997;18.91957143;26.74054104
18.30591428;16.05692053;18.92237551;26.71341853
18.43838106;16.05568108;18.92517959;26.68629602
18.57084783;16.05444164;18.92798367;26.6591735
18.4819099;16.0532022;18.93078776;26.63205099
18.39297197;16.05196276;18.93359184;26.60492848
18.30403404;16.05072331;18.93639592;26.57780597
18.21509611;16.04948387;18.9392;26.61613585
18.12615818;16.04037901;18.93188043;26.65446572
18.03722026;16.03127416;18.92456086;26.6927956
17.94828233;16.0221693;18.91724129;26.73112548
17.8593444;16.01306444;18.90992172;26.76945535
17.77040647;16.00395958;18.90260215;26.80778523
17.68146854;15.99485473;18.89528258;26.84611511
17.59253061;15.98574987;18.88796302;26.88444498
17.65610677;15.97664501;18.88064345;26.92277486
17.71968294;15.96754016;18.87332388;26.96110473
17.7832591;15.9584353;18.86600431;26.99943461
17.84683527;15.94933044;18.85868474;27.03776449
17.91041143;15.94022558;18.85136517;27.07609436
17.9739876;15.93112073;18.8440456;27.11442424
18.03756376;15.92201587;18.83672603;27.10186497
18.10113993;15.90969898;18.82250911;27.0893057
18.16471609;15.89738208;18.80829218;27.07674643
18.22829226;15.88506519;18.79407526;27.06418716
18.29186842;15.8727483;18.77985834;27.0516279
18.35544459;15.8604314;18.76564141;27.03906863
18.41902075;15.84811451;18.75142449;27.02650936
18.48259692;15.83579762;18.73720757;27.01395009
18.54617308;15.82348072;18.72299064;27.00139082
18.66572476;15.81116383;18.70877372;26.98883155
18.78527645;15.79884694;18.69455679;26.97627228
18.90482813;15.78653004;18.68033987;26.96371301
19.02437981;15.77421315;18.66612295;26.95115374
19.14393149;15.76189626;18.65190602;26.93859448
19.26348318;15.74957937;18.6376891;26.92603521
19.38303486;15.73726247;18.62347218;26.91347594
19.50258654;15.72494558;18.60925525;26.90091667
19.62213822;15.71262869;18.59503833;26.8883574
19.74168991;15.70031179;18.58082141;26.87579813
19.86124159;15.6879949;18.56660448;26.86323886
19.98079327;15.67567801;18.55238756;26.85067959
20.10034495;15.66336111;18.53817064;26.83812032
20.21989664;15.65104422;18.52395371;26.82556105
20.33944832;15.63872733;18.50973679;26.81300179
20.459;15.62641043;18.49551986;26.80044252
20.17045926;15.61409354;18.48130294;26.78788325
19.88191852;15.60177665;18.46708602;26.77532398
19.59337778;15.58945975;18.45286909;26.76276471
19.30483704;15.57714286;18.43865217;26.72277529
19.0162963;15.56424683;18.45218243;26.68278588
18.72775556;15.55135081;18.46571269;26.64279646
18.43921481;15.53845478;18.47924296;26.60280705
18.15067407;15.52555876;18.49277322;26.56281763
17.86213333;15.51266273;18.50630348;26.52282821
17.57359259;15.49976671;18.51983374;26.4828388
17.28505185;15.48687068;18.533364;26.44284938
16.99651111;15.47397466;18.54689427;26.40285997
17.1397293;15.46107863;18.56042453;26.36287055
17.2829475;15.4481826;18.57395479;26.32288113
17.42616569;15.43528658;18.58748505;26.28289172
17.56938389;15.42239055;18.60101531;26.2429023
17.71260208;15.40949453;18.61454557;26.20291288
17.85582028;15.3965985;18.62807584;26.16292347
17.99903847;15.38370248;18.6416061;26.12293405
18.14225667;15.37080645;18.65513636;26.08294464
18.28547486;15.37656183;18.63012239;26.04295522
18.42869306;15.3823172;18.60510843;25.74266585
18.57191125;15.38807258;18.58009446;25.44237648
18.71512944;15.39382796;18.55508049;25.14208712
18.85834764;15.39958333;18.53006652;24.84179775
19.00156583;15.40533871;18.50505256;24.54150838
19.14478403;15.41109409;18.48003859;24.24121901
19.28800222;15.41684946;18.45502462;23.94092964
19.43122042;15.42260484;18.43001065;23.64064028
19.57443861;15.42836022;18.40499669;23.34035091
19.71765681;15.43411559;18.37998272;23.04006154
19.860875;15.43987097;18.35496875;22.89259339
19.94811642;15.35058427;18.3760046;22.74512524
20.03535784;15.26129757;18.39704044;22.59765709
20.12259927;15.17201086;18.41807629;22.45018895
20.20984069;15.08272416;18.43911213;22.3027208
20.29708211;14.99343746;18.46014798;22.15525265
20.38432353;14.90415076;18.48118382;22.0077845
20.47156495;14.81486406;18.50221967;21.86031635
20.55880637;14.72557735;18.52325552;21.7128482
20.6460478;14.63629065;18.54429136;21.56538005
20.73328922;14.54700395;18.56532721;21.41791191
20.82053064;14.45771725;18.58636305;21.27044376
20.90777206;14.36843054;18.6073989;21.12297561
20.99501348;14.27914384;18.62843474;20.97550746
21.0822549;14.18985714;18.64947059;20.75353358
21.16949633;14.2032811;18.64282115;20.5315597
21.25673775;14.21670507;18.63617172;20.30958582
21.34397917;14.23012903;18.62952228;20.08761194
21.15700417;14.24355299;18.62287284;19.86563806
20.97002917;14.25697696;18.6162234;19.64366418
20.78305417;14.27040092;18.60957397;19.4216903
20.59607917;14.28382488;18.60292453;19.19971642
20.40910417;14.29724885;18.59627509;18.97774253
20.22212917;14.31067281;18.58962565;18.75576865
20.03515417;14.32409677;18.58297622;18.53379477
19.84817917;14.33752074;18.57632678;18.31182089
19.66120417;14.3509447;18.56967734;18.08984701
19.47422917;14.36436866;18.5630279;17.86787313
19.28725417;14.37779263;18.55637847;17.64589925
19.10027917;14.39121659;18.54972903;17.42392537
18.91330417;14.40464055;18.54307959;17.47540213
18.72632917;14.41806451;18.53643015;17.52687889
18.53935417;14.43148848;18.52978072;17.57835565
18.80771011;14.44491244;18.52313128;17.62983241
19.07606605;14.4583364;18.51648184;17.68130917
19.34442199;14.47176037;18.5098324;17.73278593
19.61277792;14.48518433;18.50318297;17.78426269
19.88113386;14.49860829;18.49653353;17.83573944
20.1494898;14.51203226;18.48988409;17.8872162
20.20430613;14.52545622;18.48323465;17.93869296
20.25912245;14.53888018;18.47658522;17.99016972
20.31393878;14.55230415;18.46993578;18.04164648
20.36875511;14.56572811;18.46328634;18.09312324
20.42357143;14.57915207;18.4566369;18.1446
20.47838776;14.59257604;18.44998747;18.55112957
20.53320409;14.606;18.44333803;18.95765913
20.58802041;14.57589785;18.41651908;19.3641887
20.64283674;14.5457957;18.38970014;19.77071827
20.69765307;14.51569355;18.36288119;20.17724783
20.75246939;14.4855914;18.33606225;20.5837774
20.80728572;14.45548925;18.3092433;20.99030696
20.86210204;14.4253871;18.28242436;21.39683653
20.91691837;14.39528495;18.25560541;21.8033661
20.9717347;14.3651828;18.22878647;22.20989566
21.02655102;14.33508065;18.20196752;22.61642523
21.08136735;14.30497849;18.17514857;23.0229548
21.13618368;14.27487634;18.14832963;23.42948436
21.191;14.24477419;18.12151068;23.83601393
21.24581633;14.21467204;18.09469174;24.24254349
21.29591263;14.18456989;18.06787279;24.64907306
21.34600893;14.15446774;18.04105385;25.05560263
21.39610523;14.12436559;18.0142349;25.46213219
21.44620153;14.09426344;17.98741596;25.86866176
21.49629783;14.06416129;17.96059701;25.85364662
21.54639413;14.06000691;17.97493213;25.83863147
21.59649043;14.05585254;17.98926725;25.82361633
21.64658674;14.05169816;18.00360237;25.80860119
21.69668304;14.04754378;18.0179375;25.79358604
21.74677934;14.0433894;18.03227262;25.7785709
21.79687564;14.03923503;18.04660774;25.76355576
21.84697194;14.03508065;18.06094286;25.74854061
21.89706824;14.01470277;18.03624914;25.73352547
21.94716454;13.99432489;18.01155542;25.71851033
21.99726084;13.97394701;17.9868617;25.70349518
22.04735714;13.95356913;17.96216798;25.68848004
21.85737972;13.93319125;17.93747426;25.6734649
21.66740229;13.91281337;17.91278054;25.65844975
21.47742487;13.89243549;17.88808682;25.64343461
21.28744745;13.8720576;17.86339309;25.62841947
21.09747003;13.85167972;17.83869937;25.61340432
20.9074926;13.83130184;17.81400565;25.59838918
20.71751518;13.81092396;17.78931193;25.58337404
20.52753776;13.79054608;17.76461821;25.56835889
20.33756033;13.7701682;17.73992449;25.55334375
20.14758291;13.74979032;17.71523077;25.51129911
19.95760549;13.74271686;17.71912418;25.46925446
19.76762807;13.7356434;17.72301758;25.42720982
19.57765064;13.72856994;17.72691099;25.38516518
19.38767322;13.72149649;17.7308044;25.34312054
19.1976958;13.71442303;17.7346978;25.30107589
19.00771838;13.70734957;17.73859121;25.25903125
18.81774095;13.70027611;17.74248462;25.21698661
18.62776353;13.69320265;17.74637802;25.17494196
18.43778611;13.68612919;17.75027143;25.13289732
18.24780868;13.67905573;17.75416483;25.09085268
18.05783126;13.67198228;17.75805824;25.04880804
17.86785384;13.66490882;17.76195165;25.00676339
17.67787642;13.65783536;17.76584505;24.96471875
17.48789899;13.6507619;17.76973846;24.82977153
17.29792157;13.64356215;17.77539164;24.69482432
17.45481846;13.6363624;17.78104483;24.5598771
17.61171534;13.62916265;17.78669801;24.42492989
17.76861223;13.62196289;17.7923512;24.28998267
17.92550911;13.61476314;17.79800438;24.15503546
18.082406;13.60756339;17.80365757;24.02008824
18.23930289;13.60036364;17.80931075;23.88514103
18.39619977;13.59316389;17.81496394;23.75019381
18.55309666;13.58596414;17.82061712;23.6152466
18.70999354;13.57876439;17.82627031;23.48029938
18.86689043;13.57156464;17.83192349;23.34535217
19.02378732;13.56436488;17.83757668;23.21040495
19.1806842;13.55716513;17.84322986;23.07545774
19.33758109;13.54996538;17.84888305;22.94051052
19.49447797;13.54276563;17.85453623;22.8055633
19.65137486;13.54926916;17.77103105;22.67061609
19.80827174;13.55577268;17.68752588;22.53566887
19.96516863;13.56227621;17.6040207;22.40072166
20.12206552;13.56877974;17.52051553;22.26577444
20.2789624;13.57528327;17.43701035;22.13082723
20.43585929;13.58178679;17.35350518;21.99588001
20.59275617;13.58829032;17.27;21.8609328
20.74965306;13.53075781;17.2357343;21.72598558
20.83368645;13.47322529;17.2014686;21.59103837
20.91771984;13.41569278;17.1672029;21.45609115
21.00175323;13.35816027;17.1329372;21.32114394
21.08578662;13.30062775;17.0986715;21.18619672
21.16982001;13.24309524;17.0644058;21.3428787
21.2538534;13.28269771;17.09210387;21.49956068
21.33788679;13.32230017;17.11980195;21.65624266
21.34092135;13.36190264;17.14750002;21.81292465
21.34395591;13.4015051;17.17519809;21.96960663
21.34699047;13.44110757;17.20289616;22.12628861
21.35002503;13.48071003;17.23059424;22.28297059
21.35305959;13.5203125;17.25829231;22.37170676
21.35609415;13.60861933;17.28670604;22.46044292
21.35912871;13.69692616;17.31511977;22.54917909
21.36216327;13.78523299;17.3435335;22.63791526
21.28156242;13.87353983;17.37194722;22.72665142
21.20096156;13.96184666;17.40036095;22.81538759
21.12036071;14.05015349;17.42877468;22.90412376
21.03975985;14.13846032;17.45718841;22.99285992
20.959159;14.16994367;17.53864306;23.08159609
20.87855814;14.20142701;17.62009771;23.17033225
20.9033075;14.23291036;17.70155236;23.25906842
20.92805685;14.26439371;17.78300702;23.34780459
20.95280621;14.29587706;17.86446167;23.43654075
20.97755557;14.3273604;17.94591632;23.52527692
21.00230492;14.35884375;18.02737097;23.57583167
21.02705428;14.34958497;17.99870131;23.62638643
21.05180364;14.34032618;17.97003164;23.67694118
21.07655299;14.3310674;17.94136198;23.72749594
21.10130235;14.32180861;17.91269232;23.77805069
21.12605171;14.31254983;17.88402266;23.82860545
21.15080107;14.30329104;17.85535299;23.8791602
21.17555042;14.29403226;17.82668333;23.92971495
21.20029978;14.33324885;17.84027098;23.98026971
21.22504914;14.37246544;17.85385863;24.03082446
21.24979849;14.41168203;17.86744628;24.08137922
21.27454785;14.45089862;17.88103393;24.13193397
21.29929721;14.49011521;17.89462158;24.18248873
21.32404656;14.5293318;17.90820923;24.23304348
21.34879592;14.56854839;17.92179688;24.15452745
21.09064349;14.58091839;17.91992996;24.07601142
20.83249105;14.59328839;17.91806304;23.99749539
20.57433862;14.60565838;17.91619612;23.91897936
20.31618619;14.61802838;17.91432921;23.84046333
20.05803376;14.63039838;17.91246229;23.7619473
19.79988132;14.64276838;17.91059537;23.68343127
19.54172889;14.65513838;17.90872845;23.60491524
19.28357646;14.66750837;17.90686153;23.52639921
19.02542403;14.67987837;17.90499461;23.44788318
18.76727159;14.69224837;17.90312769;23.36936715
18.50911916;14.70461837;17.90126077;23.29085112
18.25096673;14.71698837;17.89939386;23.21233509
17.9928143;14.72935836;17.89752694;23.13381906
17.73466186;14.74172836;17.89566002;23.05530303
17.47650943;14.75409836;17.8937931;23.1289967
17.52234196;14.77215691;17.88146806;23.20269037
17.56817449;14.79021546;17.86914302;23.27638405
