Q1v;Q2v;Q3v
2.792976966747488;3.012697877344221;2.792976966747488
2.5791212464055797;2.4570291119006615;2.5791212464055797
2.531627730332018;2.5575884862521407;2.531627730332018
3.0972545236862614;2.923670494826585;3.0972545236862614
3.551668735846021;4.13574904156836;3.551668735846021
3.6099533008989964;3.5226202619755442;3.6099533008989964
3.1880203654614294;2.957524939562207;3.1880203654614294
2.7859833060613886;2.3947043186118417;2.7859833060613886
2.661552992265996;2.059399583801433;2.661552992265996
2.7176498705251273;2.0114238965905273;2.7176498705251273
2.5810346249590483;1.9156987317010459;2.5810346249590483
2.5071197583484226;1.8055319859117636;2.5071197583484226
2.7078723332080816;1.8293448042952396;2.7078723332080816
2.9235850386052324;2.0976704931647276;2.9235850386052324
2.6472072456479503;1.9540233064801438;2.6472072456479503
2.6395049792452503;1.8174404626913765;2.6395049792452503
3.0194690546080607;1.8102035756790327;3.0194690546080607
2.8641131725146995;1.8388778650614728;2.8641131725146995
3.431104122307357;2.075959832127697;3.431104122307357
3.642145978729476;2.384945078936257;3.642145978729476
3.473055952122717;2.3634531841152087;3.473055952122717
3.2681250826030808;2.035371307342575;3.2681250826030808
2.9322880895878893;1.8486065963054497;2.9322880895878893
2.7468448744287155;1.9085188182451045;2.7468448744287155
2.652234569966746;1.932467025409323;2.652234569966746
2.5964981388958313;1.8151145769180506;2.5964981388958313
2.562880947920634;1.8677899118453614;2.562880947920634
2.9841168077435025;2.2244561149069764;2.9841168077435025
2.870349562042361;2.1791547098430506;2.870349562042361
2.703010294403819;1.9660060939313264;2.703010294403819
2.6709408353303674;1.7814806137146677;2.6709408353303674
2.895760017688743;2.104715170954822;2.895760017688743
2.7486425385691806;2.00411034029308;2.7486425385691806
2.6641680510683514;1.8389200438541144;2.6641680510683514
2.5889179012205044;1.747936613604744;2.5889179012205044
2.557836310404293;1.7120155127881622;2.557836310404293
2.54359080908646;1.7120270606572812;2.54359080908646
4.4070093150551;1.8577285285185563;4.4070093150551
4.1430545052784575;3.615736664232757;4.1430545052784575
3.499951365268807;3.9322980664176876;3.499951365268807
3.523927036111669;3.5155718777314067;3.523927036111669
3.281432716551405;3.245003649900853;3.281432716551405
3.263291497971766;3.4413550564970348;3.263291497971766
3.3276565132716236;3.2042507594817646;3.3276565132716236
3.2324151558650827;2.7826242597674553;3.2324151558650827
3.2135785500855594;2.638854886241548;3.2135785500855594
3.0732797075214933;2.4712470868654974;3.0732797075214933
2.9034153759873718;2.22930527224763;2.9034153759873718
2.8658702214145855;2.1334124948295417;2.8658702214145855
2.786720436559411;2.0137787285940973;2.786720436559411
2.785838072106162;1.9825490357654019;2.785838072106162
2.7985900625350126;2.2556428937768174;2.7985900625350126
2.773738972147978;2.2172886069782827;2.773738972147978
2.7177941608866627;2.061680932168583;2.7177941608866627
2.664914317294456;1.9275758730139017;2.664914317294456
2.6404049042543165;1.8605233434365607;2.6404049042543165
2.6301936004942603;1.8221971145871632;2.6301936004942603
2.695118458173258;1.7647090118657913;2.695118458173258
2.588795374107972;1.7215749774332325;2.588795374107972
2.5409424318137015;1.70721925507412;2.5409424318137015
2.5589012805204767;1.776696730904894;2.5589012805204767
2.5123674982955357;2.2701141560730758;2.5123674982955357
2.64120957878465;2.310752241721231;2.64120957878465
3.168104005285055;3.222828041779998;3.168104005285055
3.5338367966265842;3.7884410271658964;3.5338367966265842
3.358672426327954;3.215968466748574;3.358672426327954
3.3585035252619004;3.3933215074486185;3.3585035252619004
3.1223456725545735;2.820964486968443;3.1223456725545735
3.0053781906748673;2.598169690212831;3.0053781906748673
2.9253488075940117;2.626940558969928;2.9253488075940117
2.788122167497134;2.4377574873375902;2.788122167497134
2.7688144295954418;2.392205919344968;2.7688144295954418
2.8517515302081122;2.5885466051071804;2.8517515302081122
3.545405327476791;4.072880365166017;3.545405327476791
3.577462264295366;4.605266319479952;3.577462264295366
3.2613539346664604;3.2016862280258818;3.2613539346664604
3.1442222962520865;3.1585174887400083;3.1442222962520865
2.9550884000254483;2.9070723559983227;2.9550884000254483
2.863202958414986;2.693919604910849;2.863202958414986
2.8398750326782203;2.5645686859235264;2.8398750326782203
2.8600289537055223;2.54535149256545;2.8600289537055223
2.9150933206994405;2.621879282317471;2.9150933206994405
3.0812377809468847;2.973968851539154;3.0812377809468847
3.064370963543084;3.096102701734751;3.064370963543084
2.9451395410618204;2.8399215929760246;2.9451395410618204
3.070355029390028;2.992745204324668;3.070355029390028
4.662503710869919;5.434976252338249;4.662503710869919
4.84084993113967;6.265079622907188;4.84084993113967
3.958783502952227;4.123797099401554;3.958783502952227
3.4365319321881542;3.249511762315264;3.4365319321881542
3.3745441947753694;3.2996192882690725;3.3745441947753694
3.229091198525298;2.899782691851284;3.229091198525298
2.9905362664761745;2.6387153010390985;2.9905362664761745
2.943892892717269;2.5859747222038862;2.943892892717269
2.959298636817691;2.643472718724077;2.959298636817691
2.8556384401425428;2.487792387313107;2.8556384401425428
2.845414699189079;2.5021084732309853;2.845414699189079
2.8493518177706005;2.451804419141304;2.8493518177706005
2.775415262352966;2.399138978012812;2.775415262352966
2.7248479934705947;2.3871760087822462;2.7248479934705947
2.708048006266935;2.37521552065713;2.708048006266935
2.730125769678635;2.4231036952570477;2.730125769678635
3.6089778795323317;3.7441841848002055;3.6089778795323317
4.361246956846311;4.554477622577746;4.361246956846311
3.656081685792407;3.2442935020992305;3.656081685792407
3.246385121323489;2.810923657028468;3.246385121323489
3.132489478667182;2.885032259150126;3.132489478667182
3.121960181917393;2.935524540401203;3.121960181917393
3.0053505951726254;2.7726263131633564;3.0053505951726254
3.0260466280387974;2.8708383600735723;3.0260466280387974
3.244344073039229;3.0768037543887563;3.244344073039229
3.3836974425042667;3.1775290871985424;3.3836974425042667
3.046662798496592;2.7728558308362863;3.046662798496592
2.9184369914742385;2.6650785300349513;2.9184369914742385
4.006039228551822;4.692960367576994;4.006039228551822
4.170390042914539;4.969095068259361;4.170390042914539
3.6702178080914614;3.448257484241356;3.6702178080914614
3.3331228983025976;3.0244314207707945;3.3331228983025976
3.1879110077080184;2.9022430781242443;3.1879110077080184
3.452973186825117;3.4959788427248366;3.452973186825117
3.8709015735248533;4.865947239678612;3.8709015735248533
3.4717647999305927;4.130916608668578;3.4717647999305927
3.2406261963803993;3.3453168740074686;3.2406261963803993
3.022055595579851;3.371626468210498;3.022055595579851
2.9442801905866056;3.1272976897101326;2.9442801905866056
3.1842715745886965;3.4842652093878175;3.1842715745886965
3.0192174146986774;3.151472106406681;3.0192174146986774
2.9933752897304466;3.010147497354823;2.9933752897304466
3.089628121640777;3.134603925183147;3.089628121640777
3.36704550993275;3.464958879971432;3.36704550993275
3.8112773091039753;4.037452116267501;3.8112773091039753
3.461898352496799;3.465141348509758;3.461898352496799
3.1819331393676182;3.072350134425298;3.1819331393676182
3.042432905300093;2.9238687076557364;3.042432905300093
3.1010866687602117;4.109326480402571;3.1010866687602117
3.181303494646023;3.7572584140947844;3.181303494646023
3.7163293416703;4.293489565893986;3.7163293416703
3.978422015024999;4.873516166099487;3.978422015024999
3.546888079890012;3.889285330545345;3.546888079890012
3.134591368491608;3.1923191257179564;3.134591368491608
3.0674970393664798;3.070106002639891;3.0674970393664798
3.1113726923103853;3.280926251672839;3.1113726923103853
3.39095174350095;3.8029932470379033;3.39095174350095
3.3510467942230893;3.6091014609254897;3.3510467942230893
3.176062435003381;3.221125495740539;3.176062435003381
3.1541403279343125;3.1755425616581814;3.1541403279343125
3.367065817460284;3.5894747930845865;3.367065817460284
4.171468928133275;5.002770475089173;4.171468928133275
4.046813898464402;4.428095869810148;4.046813898464402
3.9251460682455965;3.941872356449497;3.9251460682455965
4.165906498671271;4.595802760289284;4.165906498671271
3.6400254901353897;3.779094661982675;3.6400254901353897
3.4184440132152623;3.422149380385098;3.4184440132152623
3.886187307722939;4.332048712425849;3.886187307722939
5.3647431060750534;7.4935518774656025;5.3647431060750534
5.203118011298482;6.734563941904702;5.203118011298482
4.96869116339121;5.864853615211023;4.96869116339121
6.378307649843308;7.55594773453135;6.378307649843308
5.380930992650425;5.735727251685731;5.380930992650425
4.196000682026008;4.281822399640254;4.196000682026008
3.5541805029287583;3.4841919094892715;3.5541805029287583
3.2907631366991783;3.0961283704473748;3.2907631366991783
3.3076052016566497;2.990699224122454;3.3076052016566497
3.5408607400095744;3.7594407019818266;3.5408607400095744
4.049305145504419;4.705693766306183;4.049305145504419
3.68165775937306;4.190770356096426;3.68165775937306
3.4745373021295785;3.6877479793499326;3.4745373021295785
3.3202770164868154;3.3524019234050098;3.3202770164868154
3.3670764564083275;3.2037413362377225;3.3670764564083275
3.9690633288007975;4.350970317167946;3.9690633288007975
3.691441998636777;3.7163471310256524;3.691441998636777
3.3878035243152604;3.196586999625469;3.3878035243152604
3.260627144591101;3.095992093385525;3.260627144591101
3.2416979164872206;3.1463465047504093;3.2416979164872206
3.1603588915647567;3.0457772059771315;3.1603588915647567
3.113904301369065;2.949977730416081;3.113904301369065
3.1931750428169927;2.9714795190359493;3.1931750428169927
4.359256293958939;4.324740761636578;4.359256293958939
4.019766868449757;3.620692111009013;4.019766868449757
3.463927432071066;3.146455489652315;3.463927432071066
3.2878704874469697;2.971605841053022;3.2878704874469697
3.7092753805454395;3.6613681177821453;3.7092753805454395
4.161014872833647;4.612206025051973;4.161014872833647
3.780199328897946;3.956047203094625;3.780199328897946
3.5222180070493847;3.414687876664766;3.5222180070493847
3.6090542442842235;3.6877214529791793;3.6090542442842235
3.8304420829023664;4.212284458374604;3.8304420829023664
3.4063627809482337;3.3620670341884074;3.4063627809482337
3.1459230128890487;2.952462927743537;3.1459230128890487
3.0381424797082817;2.820693648161;3.0381424797082817
2.9229868473543323;2.66501000860943;2.9229868473543323
2.892008496168321;2.557232707808096;2.892008496168321
2.93724795218953;2.614714194248269;2.93724795218953
2.9062977575998112;2.5763863113285717;2.9062977575998112
2.870122203514483;2.5045243220977698;2.870122203514483
3.002280371009256;2.6242340224521046;3.002280371009256
3.5930416908458285;3.884038093476089;3.5930416908458285
3.2290264625144935;3.2134765306480038;3.2290264625144935
3.0554622195646743;2.8925448553118747;3.0554622195646743
2.9907950678288535;2.7727088329404674;2.9907950678288535
3.3291838054362897;3.2109574555023834;3.3291838054362897
3.5529080190069493;3.5583159802949456;3.5529080190069493
3.3029660122621163;3.177536469268934;3.3029660122621163
3.4064912638871743;3.1966694581566206;3.4064912638871743
3.555645127802046;3.6901232422484167;3.555645127802046
3.3536960002912295;3.2326846572424106;3.3536960002912295
3.274655731605719;3.0913707690245227;3.274655731605719
3.112637480638349;2.8135458665839868;3.112637480638349
3.0542897713597137;2.712939412474924;3.0542897713597137
2.990596553522731;2.5979805441473482;2.990596553522731
2.885786862843587;2.487793980137449;2.885786862843587
2.8417733651397556;2.456511448928101;2.8417733651397556
2.797565825368932;3.234887437270326;2.797565825368932
2.815763262521004;2.5667367917211057;2.815763262521004
2.8533732709996302;2.3655519720750964;2.8533732709996302
2.872865109719734;2.3392175974405505;2.872865109719734
2.8883440359240633;2.3320467507482787;2.8883440359240633
2.9619594127721562;2.399131473450505;2.9619594127721562
3.1139751439348804;2.6769968087444465;3.1139751439348804
3.1786426028060397;2.9476384589654625;3.1786426028060397
3.2227927552401416;2.9069219580929673;3.2227927552401416
3.155295196327605;2.9859836790003276;3.155295196327605
3.0822775675313965;2.7728276503952336;3.0822775675313965
3.569938518571938;3.6133567455678803;3.569938518571938
6.262278880452518;7.251420488060546;6.262278880452518
6.423442420283463;5.357174075985273;6.423442420283463
4.698071682977373;3.673384629936597;4.698071682977373
3.859135222022536;3.232661500258215;3.859135222022536
3.467947582131233;2.899608340549562;3.467947582131233
3.0966844067164967;2.6816725643104435;3.0966844067164967
3.0137112038091063;2.5835001538414626;3.0137112038091063
2.983981401897648;2.523630845860662;2.983981401897648
2.9776101377428588;2.5308115863517537;2.9776101377428588
3.0021945584526044;2.5595552241948645;3.0021945584526044
3.4493527716421823;3.055292776513302;3.4493527716421823
3.3274053128926377;2.9499594437738477;3.3274053128926377
3.2716606289879584;2.959562680035901;3.2716606289879584
3.238102513764295;2.997912035246516;3.238102513764295
3.165534061669126;2.9284700606812266;3.165534061669126
3.087826389026188;2.8422564842670615;3.087826389026188
3.007570986166195;2.7560214355619794;3.007570986166195
2.941495444453548;2.648229278750927;2.941495444453548
2.8830991956867855;2.573974536391578;2.8830991956867855
2.8739224953717644;2.5668136141211035;2.8739224953717644
2.836304904438501;2.5308958214451214;2.836304904438501
2.7884993116027035;2.4926042668260595;2.7884993116027035
3.0021291307973046;2.6913641402186355;3.0021291307973046
4.322520593105443;3.4458019376873783;4.322520593105443
4.391124263652131;3.426680527291789;4.391124263652131
3.983246872449067;3.0842214558691254;3.983246872449067
3.344345024520857;2.7488976992502696;3.344345024520857
3.0916746814652196;2.6003981083303906;3.0916746814652196
3.00361079749819;2.518984894183039;3.00361079749819
2.919352040871361;2.444707852497623;2.919352040871361
2.857108285930214;2.3560792236288437;2.857108285930214
2.8181628029645465;2.30334608810998;2.8181628029645465
2.8141614254920126;2.262606460876268;2.8141614254920126
2.794821365890236;2.245855504283159;2.794821365890236
2.7974777101267887;2.23629025039204;2.7974777101267887
2.842952014519878;2.2434751260588803;2.842952014519878
2.871439024045721;2.281798873802828;2.871439024045721
2.7781985113210297;2.2243297622669242;2.7781985113210297
2.7419477583162752;2.197998695772978;2.7419477583162752
2.756040694251132;2.1979978687378283;2.756040694251132
2.7712994386076963;2.159689804038748;2.7712994386076963
2.7404236161515385;2.1525032743016084;2.7404236161515385
2.7547817999629918;2.183624809263548;2.7547817999629918
2.832486594161461;2.2075589874531976;2.832486594161461
2.7924814208487554;2.2099533946520444;2.7924814208487554
2.766602598570977;2.181190765623466;2.766602598570977
2.686155840838641;2.1764168072354906;2.686155840838641
2.7692539721832397;2.2147413820145885;2.7692539721832397
2.859954603759635;2.3608349872435226;2.859954603759635
3.7286726226563998;3.0000645192451847;3.7286726226563998
4.574259737574872;3.970216168624769;4.574259737574872
3.4351645397660353;2.827812422261811;3.4351645397660353
3.1293907326542136;2.5332233612887474;3.1293907326542136
2.9504262810039736;2.360759053124632;2.9504262810039736
2.807893516852942;2.2601534260507194;2.807893516852942
2.7729596404878767;2.1954961307073755;2.7729596404878767
2.7496907151383447;2.154774667623981;2.7496907151383447
2.684948364483098;2.121238907242577;2.684948364483098
2.6370190332397456;2.0996801450663067;2.6370190332397456
2.674798325284066;2.0876849827108552;2.674798325284066
2.707067200813807;2.0972807756565603;2.707067200813807
2.626593783650171;2.0805298190634516;2.626593783650171
2.5877030008265764;2.090091764813971;2.5877030008265764
2.572055981086208;2.0829052350768307;2.572055981086208
2.526696855131568;2.0805083467725343;2.526696855131568
2.5034415570050994;2.047026251806933;2.5034415570050994
2.5216007996826306;2.0518158932397768;2.5216007996826306
2.517766920731309;2.0518324033197946;2.517766920731309
2.4930621597090044;2.0231052755567016;2.4930621597090044
2.4749159492397084;2.1189311549965897;2.4749159492397084
2.464596626474983;2.0638226034643465;2.464596626474983
2.4203849023445168;2.073420050480352;2.4203849023445168
2.4294570571141643;2.042281178403244;2.4294570571141643
2.4100110706875393;2.0255310488452847;2.4100110706875393
2.38283993902155;2.0016125537005025;2.38283993902155
2.382883699135208;1.9824671899085466;2.382883699135208
2.3894161852717457;1.9728689158573918;2.3894161852717457
2.4127008300241624;2.008762755137008;2.4127008300241624
2.659681302911731;2.279321854957934;2.659681302911731
2.465907417825028;2.2769943151143086;2.465907417825028
2.386852140636979;2.133314108269689;2.386852140636979
2.3648256039080557;1.9225326686428248;2.3648256039080557
2.3285310907896433;1.8722665969240784;2.3285310907896433
2.3116307424002525;1.8507086617829578;2.3116307424002525
2.2896266807429853;1.8267563194429903;2.2896266807429853
2.2753778972156766;1.7932222131318858;2.2753778972156766
2.2506929240703792;1.786069530589931;2.2506929240703792
2.2519763856099972;1.781313736352273;2.2519763856099972
2.2364926800311986;1.6903121725755643;2.2364926800311986
2.269688503245093;1.6974978752775547;2.269688503245093
2.4678824271151334;1.8123997700487278;2.4678824271151334
2.4454117035653113;1.8890646026517917;2.4454117035653113
2.4142598844539633;1.8124336172439135;2.4142598844539633
2.6386775254397445;2.2819168642224454;2.6386775254397445
2.429994233171827;1.7717311453459865;2.429994233171827
2.4403239009501396;1.7837073165159703;2.4403239009501396
2.5901631732269212;1.833885875623728;2.5901631732269212
2.821530345677708;2.4926107912383215;2.821530345677708
2.6126580765872407;1.98488965505653;2.6126580765872407
2.5127496130253952;1.845983406599886;2.5127496130253952
2.4793066762401814;1.786102550749967;2.4793066762401814
2.4831455258157935;1.8124493002887816;2.4831455258157935
2.4079815149157873;1.7142620338100825;2.4079815149157873
2.367669309907129;1.675955623181302;2.367669309907129
2.349534039466248;1.6496080466073377;2.349534039466248
2.33666639146964;1.6256548772322201;2.33666639146964
2.308143470898898;1.6089055747094105;2.308143470898898
2.310669321059124;1.7406607946944002;2.310669321059124
2.2861012147670903;1.5514372902086562;2.2861012147670903
