Dato;OvreTN;OvreInorganisk_N[mg/l];OvreOrganisk_N[mg/l];NedreTN;NedreInorganisk_N[mg/l];NedreOrganisk_N[mg/l]
2018-03-11;2.0555555555555602;1.580322580645161;0.47523297491039923;1.4000000000000001;1.111677419354839;0.28832258064516103
2018-03-12;2.04444444444444;1.5861290322580681;0.458315412186372;1.4000000000000001;1.1138709677419352;0.28612903225806485
2018-03-13;2.03333333333333;1.591935483870966;0.4413978494623641;1.4000000000000001;1.116064516129032;0.283935483870968
2018-03-14;2.02222222222222;1.597741935483873;0.42448028673834687;1.4000000000000001;1.118258064516129;0.281741935483871
2018-03-15;2.01111111111111;1.603548387096771;0.407562724014339;1.4000000000000001;1.120451612903225;0.27954838709677504
2018-03-16;2.0;1.609354838709678;0.390645161290322;1.4000000000000001;1.122645161290323;0.2773548387096771
2018-03-17;1.98888888888889;1.615161290322585;0.3737275985663052;1.4000000000000001;1.124838709677419;0.27516129032258096
2018-03-18;1.97777777777778;1.620967741935483;0.35681003584229715;1.4000000000000001;1.1270322580645158;0.2729677419354841
2018-03-19;1.96666666666667;1.6267741935483901;0.3398924731182799;1.4000000000000001;1.129225806451614;0.27077419354838594
2018-03-20;1.95555555555556;1.632580645161288;0.322974910394272;1.4000000000000001;1.1314193548387104;0.2685806451612896
2018-03-21;1.94444444444444;1.6383870967741951;0.306057347670245;1.4000000000000001;1.133612903225807;0.266387096774193
2018-03-22;1.93333333333333;1.644193548387093;0.2891397849462371;1.4000000000000001;1.1358064516129034;0.2641935483870966
2018-03-23;1.9222222222222198;1.6500000000000001;0.2722222222222199;1.4000000000000001;1.1380000000000001;0.262
2018-03-24;1.91111111111111;1.653333333333338;0.25777777777777194;1.40555555555556;1.1363444444444444;0.26921111111111556
2018-03-25;1.9000000000000001;1.656666666666666;0.24333333333333396;1.4111111111111099;1.1346888888888889;0.27642222222222107
2018-03-26;1.91428571428571;1.660000000000003;0.25428571428570695;1.4166666666666698;1.1330333333333333;0.2836333333333366
2018-03-27;1.9285714285714302;1.663333333333331;0.26523809523809905;1.4222222222222198;1.1313777777777778;0.2908444444444422
2018-03-28;1.94285714285714;1.666666666666669;0.27619047619047093;1.42777777777778;1.1297222222222223;0.29805555555555796
2018-03-29;1.9571428571428602;1.669999999999997;0.28714285714286303;1.43333333333333;1.1280666666666666;0.30526666666666347
2018-03-30;1.97142857142857;1.673333333333334;0.298095238095236;1.43888888888889;1.126411111111111;0.312477777777779
2018-03-31;1.9857142857142902;1.676666666666662;0.3090476190476281;1.44444444444444;1.1247555555555557;0.3196888888888843
2018-04-01;2.0;1.68;0.32;1.45;1.1231;0.3269000000000001
2018-04-02;1.97857142857143;1.683333333333338;0.295238095238092;1.45555555555556;1.1214444444444445;0.33411111111111563
2018-04-03;1.9571428571428602;1.686666666666666;0.27047619047619403;1.46111111111111;1.119788888888889;0.341322222222221
2018-04-04;1.9357142857142902;1.690000000000003;0.24571428571428716;1.46666666666667;1.1181333333333332;0.34853333333333675
2018-04-05;1.91428571428571;1.693333333333331;0.22095238095237893;1.4722222222222199;1.116477777777778;0.35574444444444203
2018-04-06;1.89285714285714;1.696666666666669;0.19619047619047092;1.47777777777778;1.1148222222222224;0.3629555555555578
2018-04-07;1.87142857142857;1.699999999999997;0.17142857142857293;1.48333333333333;1.1131666666666669;0.3701666666666633
2018-04-08;1.85;1.703333333333334;0.14666666666666606;1.48888888888889;1.1115111111111111;0.37737777777777887
2018-04-09;1.82857142857143;1.7066666666666621;0.12190476190476807;1.49444444444444;1.1098555555555556;0.38458888888888443
2018-04-10;1.80714285714286;1.71;0.09714285714286007;1.5;1.1082;0.3918
2018-04-11;1.78571428571429;1.6911428571428613;0.0945714285714289;1.51428571428571;1.1245999999999956;0.3896857142857143
