Dato;Inorganisk_N[mg/l];Organisk_N[mg/l]
2017-07-23;0.1366521739130435;0.49133120869565255
2017-07-24;0.1323478260869565;0.48922679130434743
2017-07-25;0.1280434782608695;0.48712237391304347
2017-07-26;0.1237391304347826;0.4850179565217394
2017-07-27;0.1194347826086956;0.4829135391304344
2017-07-28;0.1151304347826087;0.48080912173913026
2017-07-29;0.11082608695652171;0.4787047043478263
2017-07-30;0.1065217391304348;0.47660028695652223
2017-07-31;0.1022173913043478;0.4744958695652172
2017-08-01;0.09791304347826091;0.4723914521739131
2017-08-02;0.0936086956521739;0.47028703478260914
2017-08-03;0.0893043478260869;0.4681826173913041
2017-08-04;0.085;0.46607820000000005
2017-08-05;0.08030333333333341;0.4768619966666667
2017-08-06;0.0756066666666666;0.48764579333333347
2017-08-07;0.07091;0.4984295900000001
2017-08-08;0.0662133333333334;0.5092133866666667
2017-08-09;0.0615166666666666;0.5199971833333334
2017-08-10;0.05682000000000001;0.53078098
2017-08-11;0.052123333333333396;0.5415647766666666
2017-08-12;0.0474266666666666;0.5523485733333334
2017-08-13;0.042730000000000004;0.56313237
2017-08-14;0.038033333333333405;0.5739161666666666
2017-08-15;0.03333666666666663;0.5846999633333334
2017-08-16;0.028640000000000002;0.59548376
2017-08-17;0.023943333333333372;0.6062675566666665
2017-08-18;0.01924666666666663;0.6170513533333333
2017-08-19;0.01455;0.62783515
2017-08-20;0.01943076923076925;0.6147804307692307
2017-08-21;0.024311538461538513;0.6017257115384615
2017-08-22;0.029192307692307663;0.5886709923076924
2017-08-23;0.0340730769230769;0.5756162730769231
2017-08-24;0.0389538461538462;0.5625615538461539
2017-08-25;0.043834615384615395;0.5495068346153846
2017-08-26;0.048715384615384605;0.5364521153846155
2017-08-27;0.0535961538461538;0.5233973961538462
2017-08-28;0.0584769230769231;0.510342676923077
2017-08-29;0.06335769230769231;0.4972879576923077
2017-08-30;0.0682384615384615;0.4842332384615386
2017-08-31;0.0731192307692307;0.47117851923076925
2017-09-01;0.078;0.45812379999999997
2017-09-02;0.0771666666666667;0.4473909041666663
2017-09-03;0.07633333333333331;0.43665800833333374
2017-09-04;0.0755;0.42592511250000004
2017-09-05;0.0746666666666667;0.4151922166666663
2017-09-06;0.0738333333333333;0.4044593208333337
2017-09-07;0.073;0.393726425
2017-09-08;0.0721666666666667;0.3829935291666663
2017-09-09;0.0713333333333333;0.37226063333333365
2017-09-10;0.07050000000000001;0.3615277375
2017-09-11;0.0696666666666667;0.3507948416666663
2017-09-12;0.0688333333333333;0.3400619458333337
2017-09-13;0.068;0.32932905
2017-09-14;0.0716666666666667;0.3346666833333333
2017-09-15;0.07533333333333331;0.3400043166666667
2017-09-16;0.079;0.34534195
2017-09-17;0.08266666666666671;0.3506795833333333
2017-09-18;0.0863333333333333;0.3560172166666667
2017-09-19;0.09;0.36135485
2017-09-20;0.0936666666666667;0.3666924833333333
2017-09-21;0.0973333333333333;0.3720301166666667
2017-09-22;0.101;0.37736775
2017-09-23;0.1046666666666667;0.3827053833333333
2017-09-24;0.10833333333333331;0.3880430166666667
2017-09-25;0.112;0.39338065
2017-09-26;0.1156666666666667;0.3987182833333333
2017-09-27;0.1193333333333333;0.4040559166666666
2017-09-28;0.123;0.40939355
2017-09-29;0.13569565217391313;0.40318753260869583
2017-09-30;0.14839130434782602;0.396981515217391
2017-10-01;0.1610869565217391;0.39077549782608684
2017-10-02;0.17378260869565218;0.3845694804347829
2017-10-03;0.1864782608695652;0.37836346304347884
2017-10-04;0.1991739130434782;0.37215744565217385
2017-10-05;0.2118695652173911;0.36595142826086996
2017-10-06;0.224565217391304;0.35974541086956596
2017-10-07;0.237260869565218;0.35353939347826
2017-10-08;0.24995652173913102;0.34733337608695597
2017-10-09;0.262652173913044;0.3411273586956519
2017-10-10;0.275347826086956;0.33492134130434803
2017-10-11;0.288043478260869;0.328715323913044
2017-10-12;0.300739130434782;0.32250930652174004
2017-10-13;0.31343478260869595;0.316303289130434
2017-10-14;0.326130434782609;0.3100972717391301
2017-10-15;0.338826086956522;0.30389125434782605
2017-10-16;0.351521739130435;0.297685236956522
2017-10-17;0.364217391304348;0.29147921956521705
2017-10-18;0.37691304347826;0.285273202173914
2017-10-19;0.389608695652174;0.27906718478260906
2017-10-20;0.402304347826087;0.272861167391304
2017-10-21;0.41500000000000004;0.26665515000000006
2017-10-22;0.400625;0.27437935833333305
2017-10-23;0.38625;0.282103566666667
2017-10-24;0.371875;0.28982777499999995
2017-10-25;0.3575;0.29755198333333305
2017-10-26;0.343125;0.30527619166666703
2017-10-27;0.32875;0.3130004
2017-10-28;0.314375;0.320724608333333
2017-10-29;0.3;0.328448816666667
2017-10-30;0.285625;0.33617302500000007
2017-10-31;0.27125000000000027;0.3438972333333327
2017-11-01;0.25687499999999974;0.3516214416666673
2017-11-02;0.2425;0.35934564999999996
2017-11-03;0.257142857142857;0.342453835714286
2017-11-04;0.271785714285714;0.32556202142857205
2017-11-05;0.286428571428571;0.308670207142858
2017-11-06;0.301071428571429;0.29177839285714197
2017-11-07;0.315714285714286;0.274886578571428
2017-11-08;0.330357142857143;0.25799476428571405
2017-11-09;0.34500000000000003;0.24110294999999998
2017-11-10;0.359642857142857;0.224211135714286
2017-11-11;0.374285714285714;0.20731932142857204
2017-11-12;0.388928571428571;0.19042750714285706
2017-11-13;0.403571428571429;0.17353569285714196
2017-11-14;0.41821428571428604;0.156643878571428
2017-11-15;0.432857142857143;0.13975206428571402
2017-11-16;0.4475;0.12286024999999995
2017-11-17;0.4759375;0.1574932625
2017-11-18;0.504375;0.19212627499999996
2017-11-19;0.5328125;0.22675928750000005
2017-11-20;0.56125;0.26139229999999997
2017-11-21;0.5896875;0.2960253125
2017-11-22;0.618125;0.330658325
2017-11-23;0.6465625;0.36529133750000004
2017-11-24;0.675;0.39992435000000004
2017-11-25;0.6900000000000001;0.37109780909091
2017-11-26;0.705;0.34227126818182
2017-11-27;0.72;0.31344472727273004
2017-11-28;0.735;0.28461818636364
2017-11-29;0.75;0.25579164545455
2017-11-30;0.765;0.22696510454545502
2017-12-01;0.78;0.19813856363636398
2017-12-02;0.795;0.16931202272727297
2017-12-03;0.81;0.14048548181818205
2017-12-04;0.8250000000000001;0.11165894090909104
2017-12-05;0.84;0.08283240000000001
2017-12-06;0.849333333333333;0.07974672666666698
2017-12-07;0.858666666666667;0.07666105333333303
2017-12-08;0.868;0.07357538
2017-12-09;0.8773333333333331;0.07048970666666696
2017-12-10;0.8866666666666669;0.06740403333333302
2017-12-11;0.896;0.06431835999999999
2017-12-12;0.9053333333333331;0.06123268666666695
2017-12-13;0.914666666666667;0.05814701333333301
2017-12-14;0.924;0.05506133999999997
2017-12-15;0.933333333333333;0.05197566666666694
2017-12-16;0.942666666666667;0.048889993333333
2017-12-17;0.9520000000000001;0.04580431999999996
2017-12-18;0.961333333333333;0.04271864666666693
2017-12-19;0.970666666666667;0.03963297333333299
2017-12-20;0.98;0.03654729999999995
2017-12-21;0.98;0.06734322187499993
2017-12-22;0.98;0.09813914374999991
2017-12-23;0.98;0.12893506562500012
2017-12-24;0.98;0.1597309875000001
2017-12-25;0.98;0.19052690937500005
2017-12-26;0.98;0.22132283125000005
2017-12-27;0.98;0.25211875312500004
2017-12-28;0.98;0.282914675
2017-12-29;0.98;0.31371059687499997
2017-12-30;0.98;0.34450651874999993
2017-12-31;0.98;0.3753024406249999
2018-01-01;0.98;0.4060983624999999
2018-01-02;0.98;0.4368942843750001
2018-01-03;0.98;0.4676902062500001
2018-01-04;0.98;0.49848612812500004
2018-01-05;0.98;0.5292820500000001
2018-01-06;1.000416666666667;0.5054304208333331
2018-01-07;1.020833333333333;0.48157879166666706
2018-01-08;1.04125;0.45772716250000006
2018-01-09;1.061666666666667;0.4338755333333331
2018-01-10;1.082083333333333;0.41002390416666706
2018-01-11;1.1025;0.3861722749999999
2018-01-12;1.122916666666667;0.36232064583333295
2018-01-13;1.143333333333333;0.3384690166666669
2018-01-14;1.16375;0.31461738749999996
2018-01-15;1.184166666666667;0.290765758333333
2018-01-16;1.2045833333333331;0.26691412916666696
2018-01-17;1.225;0.24306250000000001
2018-01-18;1.213;0.24127714999999988
2018-01-19;1.201;0.2394918
2018-01-20;1.189;0.2377064499999999
2018-01-21;1.177;0.23592110000000002
2018-01-22;1.165;0.23413574999999992
2018-01-23;1.153;0.23235040000000004
2018-01-24;1.141;0.23056504999999994
2018-01-25;1.129;0.22877970000000006
2018-01-26;1.117;0.22699434999999996
2018-01-27;1.105;0.22520900000000008
2018-01-28;1.093;0.22342364999999995
2018-01-29;1.081;0.22163830000000007
2018-01-30;1.069;0.21985294999999996
2018-01-31;1.057;0.21806760000000008
2018-02-01;1.045;0.21628224999999998
2018-02-02;1.033;0.2144969000000001
2018-02-03;1.0210000000000001;0.21271155
2018-02-04;1.0090000000000001;0.21092620000000012
2018-02-05;0.997;0.20914085000000002
2018-02-06;0.985;0.2073554999999999
2018-02-07;0.961382352941176;0.21122962352941396
2018-02-08;0.9377647058823531;0.21510374705882704
2018-02-09;0.9141470588235291;0.21897787058823087
2018-02-10;0.890529411764706;0.22285199411764403
2018-02-11;0.866911764705882;0.22672611764705813
2018-02-12;0.8432941176470591;0.23060024117647096
2018-02-13;0.819676470588235;0.23447436470588504
2018-02-14;0.796058823529412;0.23834848823529786
2018-02-15;0.772441176470588;0.24222261176470206
2018-02-16;0.748823529411765;0.24609673529411702
2018-02-17;0.725205882352941;0.24997085882352998
2018-02-18;0.7015882352941181;0.253844982352941
2018-02-19;0.677970588235294;0.25771910588235303
2018-02-20;0.6543529411764709;0.261593229411764
2018-02-21;0.630735294117647;0.26546735294117607
2018-02-22;0.607117647058824;0.269341476470588
2018-02-23;0.5835;0.2732156
2018-02-24;0.5991666666666663;0.27737606000000076
2018-02-25;0.6148333333333337;0.28153651999999935
2018-02-26;0.6305000000000001;0.28569698000000004
2018-02-27;0.6461666666666663;0.2898574400000007
2018-02-28;0.6618333333333337;0.2940178999999993
2018-03-01;0.6775;0.29817836000000003
2018-03-02;0.6931666666666663;0.30233882000000073
2018-03-03;0.7088333333333338;0.30649927999999627
2018-03-04;0.7245;0.3106597400000001
2018-03-05;0.7401666666666663;0.31482020000000377
2018-03-06;0.7558333333333337;0.3189806599999963
2018-03-07;0.7715;0.32314112
2018-03-08;0.7871666666666663;0.3273015800000037
2018-03-09;0.8028333333333337;0.33146203999999624
2018-03-10;0.8185;0.33562249999999993
2018-03-11;0.784416666666667;0.32455905833333304
2018-03-12;0.7503333333333331;0.31349561666666703
2018-03-13;0.71625;0.302432175
2018-03-14;0.682166666666667;0.291368733333333
2018-03-15;0.648083333333333;0.280305291666667
2018-03-16;0.614;0.26924185
